,spectralKurtosis,spectralRolloffPoint,spectralSkewness,spectralSlope,spectralSpread,harmonicRatio,pitch,zerocrossrate,shortTimeEnergy
4234,97.262659512441,3026.13458528952,5.99241673131121,-1.14031984883181e-07,1115.72621630699,155.977455566794,0.517774423674372,0.173400821596244,5.95177849238252
1836,14.4997157680577,4094.95351925631,2.28542826552108,-4.36931798851469e-08,1439.71212988765,249.486823832791,0.468047920857664,0.215384296148738,2.45259449477224
2854,97.8001627953257,1743.17585301837,7.27248967258246,-7.6328796390927e-08,728.071981720557,195.296705730179,0.584810539028081,0.139989337270341,4.66663732007302
5063,141.006820135243,1203.003003003,9.82522364996578,-1.69202033054651e-07,639.68813276462,236.611382919984,0.65445367970519,0.0762105855855856,8.48627218754983
3385,64.2464573271519,4348.21917808219,4.67231333169849,-1.02959638347986e-07,1557.08182261134,187.02879331214,0.379551810067787,0.225345319634703,5.40736161983599
4411,58.4545230718426,4467.3835125448,4.30576139358365,-4.01494439708285e-08,1562.55297689028,144.356622136905,0.392749511109349,0.269254032258065,2.12534844111554
4340,18.9012828231518,6806.83333333333,1.28647930035787,-1.09703996632485e-08,2258.29983171553,204.262711768055,0.251048160608825,0.352869791666667,0.537079879474166
5810,152.361116523232,3626.04166666667,5.61111066826238,-1.58013737768644e-07,1119.0238613061,258.035993133598,0.583539223632961,0.2504638671875,8.00816318444776
2313,28.7432013577159,2819.73244147157,3.46412068473511,-6.51829886249752e-08,958.44495407424,222.498183321168,0.529803512026465,0.17958124303233,3.93969606456785
5662,16.330598056471,4832.6710816777,2.16043968924067,-1.97482632491802e-08,1596.46844476053,225.752366779097,0.430739637345637,0.28055325607064,2.47077166191588
2254,47.1723169567841,2366.80613668061,4.96406318489255,-4.22234404654159e-08,954.635815390468,225.137081371404,0.6180277617393,0.131923378661088,2.39463857152813
5097,43.7355362679529,3077.12215320911,4.26158733399236,-7.74619597019694e-08,1141.27087096536,258.242808883852,0.430842508714834,0.15569034679089,4.30878064073609
316,82.2189062757704,1951.63776493256,5.62723223295449,-7.40784001565357e-08,746.77352281809,210.340052548207,0.356470306437811,0.112265173410405,3.93834130843853
4776,162.47303925874,3368.7037037037,7.24167164724139,-9.91760838407039e-08,1269.55770986476,238.782884714275,0.505703678544573,0.181846064814815,4.98208462370136
5052,34.5871630299937,2940.14336917563,4.32723604304563,-6.86397120641814e-08,1193.48909733455,209.881202788001,0.526955678700323,0.17917226702509,3.95176180108076
1249,258.552942238735,1545.4770755886,9.43057917226362,-1.14234585983501e-08,717.507524274335,233.861124452404,0.423128562846166,0.103496747211896,0.53053900781798
211,188.253420880199,3406.16352201258,6.46962153006814,-1.24155960174701e-09,1118.69687954697,166.329611989818,0.427584736852572,0.246678459119497,0.0697925830449978
769,104.30521405552496,1808.54700854701,5.428528780746401,-4.04704551273874e-08,1172.9757562456286,129.27607664082,0.426941279434062,0.0980101495726496,2.26856258456765
4288,3.76214578058105,7055.7251908397,0.753336498881214,-6.98600037674752e-10,2280.07946784919,143.484154098665,0.239633339972929,0.399276399491094,0.0556501133908982
645,273.718677237899,1708.13852813853,10.8678436590679,-3.94922974774392e-09,736.761243965438,202.241083962058,0.406646196827558,0.106929112554113,0.189859520987085
5333,26.4081113916854,3177.39331026528,3.44721417708291,-9.29416973943885e-08,1053.57851499353,222.836914217289,0.553812097799155,0.158956891580161,5.54532002685415
2338,59.2256025062364,2578.16666666667,5.51158330635602,-4.52295045830059e-08,937.355792349631,218.990388958972,0.586658136868072,0.136651041666667,3.00922832057599
4732,43.6179865387984,4074.92997198879,3.75890481558526,-5.72039986193845e-08,1507.74219991652,190.583359201101,0.466070118534281,0.232296043417367,3.75832960588861
966,97.5323510412467,2446.60347551343,5.10681024184617,-1.05228727222951e-07,781.376215976597,132.249148466846,0.50512627095027,0.142644154818325,5.37767516578244
45,131.058653359886,3484.85772357724,4.45127285905732,-1.39659926561086e-09,1163.32382527173,131.549424207815,0.379598166030218,0.208876397357724,0.0715374463402622
2762,123.228983991769,2425.6038647343,7.60770107845022,-1.10524497131506e-07,887.380510393528,240.203801768645,0.472902278597084,0.117685688405797,5.9158064508514
5521,52.4008554566347,3492.02614379085,4.58111450788888,-1.25482687350463e-07,1333.26998391234,195.857534769101,0.48804344471404,0.205910947712418,7.25295661998922
3747,77.6100745855519,3074.10323709536,5.43008587120539,-4.86402749969472e-08,1103.82395009903,146.735279509353,0.487005496735672,0.178540573053368,2.75869164144602
4545,810.032506809854,687.417218543046,19.330839504147,-1.11648665524981e-07,435.406355149503,377.029508321184,0.196133966256461,0.0376276214128035,5.3825160493802
523,138.71272802536,1675.61983471074,7.70118198580537,-7.02924833346703e-08,642.692544525708,158.557553528851,0.556057435323079,0.131392045454545,3.71230749043072
2136,19.6566842632733,4437.40079365079,1.88771408866875,-3.41580379982989e-08,1590.7141455839,238.225583977739,0.513940700565048,0.293790302579365,2.20650722665124
171,81.0133189690594,1784.375,6.31271952993506,-3.08643303969603e-08,733.904493142285,172.362868690519,0.358251264823188,0.111864149305556,1.69826912389778
5284,100.796632245077,1826.04166666667,6.83965080227464,-7.00619657439549e-08,784.14193510202,258.111849810299,0.502706975029861,0.12537109375,3.91582068364053
1507,142.931368825461,1679.29515418502,6.52461918518226,-9.11652148381689e-08,675.943672162925,270.644365127541,0.494326288860665,0.111109581497797,4.94506569589502
4495,8.91058041670221,6447.0737913486,1.36319566438243,-2.6002174789963e-09,2106.70212305679,157.070942956061,0.29877460587586,0.358691157760814,0.154799554373865
3792,109.231172649094,3403.22580645161,6.38987029389843,-7.6422173959719e-08,1211.96712543125,234.020267019602,0.347498807755808,0.143165322580645,3.85688255424956
3469,110.662315793352,2209.64912280702,6.26566573219398,-8.18668819286591e-08,778.505213319056,146.79165388577,0.493925483063888,0.167795138888889,4.56737576243149
682,100.543335931356,2254.57627118644,5.98386543841255,-4.42499435336588e-08,836.86688399376,122.014331338052,0.376055119954667,0.132602401129944,2.21904915275834
5762,20.9030845293366,4758.63586358636,2.29952501628283,-4.29167155930869e-08,1641.11047237944,209.844067845544,0.428092514596467,0.308776815181518,2.66494970972448
3334,62.2659200943471,4252.12765957447,4.40257669471283,-3.509648342727e-08,1384.72799555388,134.488427852155,0.421425718533455,0.268611480496454,1.95736894044482
1898,42.3903168381909,2709.87654320988,4.46158943068537,-6.93783333785588e-08,1082.02055759796,241.209505093107,0.37598548090573,0.155621141975309,4.16845629906643
1332,78.3139760145186,2142.79069767442,5.22897971203585,-5.02604997441402e-08,761.041881189293,122.610586280827,0.465190335256304,0.139302325581395,2.72668291478444
28,115.689346230194,3287.01657458563,5.43141124373822,-5.80411974677892e-10,1112.39089290138,157.427737107771,0.416986552718256,0.232012546040516,0.0316590737798349
3339,51.5878063021265,4046.0244648318,4.36980904179013,-4.42815951192123e-08,1413.14667645777,150.198591901043,0.419379665226547,0.25929376911315,2.41603106582502
1176,104.30521405552496,4806.2925170068,5.428528780746401,-6.08756136845142e-08,1172.9757562456286,190.736658063548,0.334495989182145,0.28999787414966,3.37195669515507
4343,113.781702583954,3390.45521292217,5.82657012321835,-9.95318855399155e-08,1092.53917816409,141.836243898984,0.474575608202837,0.215138582966226,5.29750081389263
3137,107.765504104879,3123.91975308642,6.57380218250155,-4.90515240122727e-08,1130.31940578405,130.784688757107,0.445097076784763,0.156602044753086,2.54247285748499
4207,25.0793618820505,4947.91059280855,2.37787287421336,-2.51354517472056e-08,1561.41405896285,180.255405221467,0.368737953162357,0.317945213799806,1.62268283261078
1877,65.1905757871721,2656.97777777778,5.18716759370983,-7.30569603819783e-08,1024.97608860684,239.655602733415,0.646749688283319,0.159536111111111,4.26748815654779
2496,86.9160592175897,3616.66666666667,4.00552504496967,-4.95834653265937e-08,1169.04121684444,225.96558847815,0.489605639296056,0.239186878109453,3.11614304881797
3741,125.592195017307,2503.36257309941,6.78385668131478,-5.13723785717891e-08,910.721627684017,144.174017546844,0.474218830096668,0.151585343567251,2.80553766603065
335,104.30521405552496,4656.58436213992,5.428528780746401,-1.34429667317336e-08,1172.9757562456286,164.285575934368,0.336155317457581,0.250745884773663,0.859095757306844
5264,28.127238026862,4600.52287581699,2.6786491178409,-1.33205333496417e-08,1518.15400175555,240.051432335829,0.512027254050234,0.278468137254902,0.847501146327481
1492,92.1519278166598,2608.43214756258,5.3890923418257,-7.2926804588117e-08,869.893905081381,141.114534992774,0.492901722108958,0.156369400527009,3.95627458544176
1756,52.4005718394814,2916.85254027261,4.57024328295485,-4.73063156537967e-08,928.604437523565,201.229017734964,0.512707377702919,0.157129027261462,3.10313472628816
561,312.961345528331,1915.41774332472,11.025775849628,-4.16523861339711e-09,713.312556537474,192.887701130009,0.3649883729217,0.117708333333333,0.194625845772681
2149,1064.98261100631,923.226433430517,23.2882790605955,-1.14099323456076e-07,544.150772987319,392.365945037177,0.163439878476926,0.0504160592808552,5.8270122499236
5334,20.958211496099,4167.35159817352,2.87289161001156,-5.44092549745778e-08,1422.31299429713,218.691087094777,0.502781617717592,0.213916238584475,3.17079954547261
4774,85.4948369890618,1591.87574671446,6.63459888569494,-5.81084834106503e-08,680.136587265104,295.104611020913,0.429911147971568,0.0881757765830346,3.04185377260743
6022,102.254825218695,2546.11398963731,6.48546808654798,-1.13993164227514e-07,935.86065268743,182.965462583323,0.550157593461253,0.172317573402418,6.25463077477635
5099,44.7442051415328,2136.47186147186,5.11058020340834,-7.39118587448087e-08,1034.96395209819,272.304075711554,0.312698715973334,0.11618979978355,4.02962215634043
1955,74.3439488592967,2750.71335927367,5.34003469644596,-2.65322317531572e-08,959.345176953389,222.371221504519,0.507694350282401,0.176722600518807,1.93687627913752
4817,25.1478086135827,4120.92352092352,2.8812414288101,-7.98630113037766e-08,1454.13619918534,225.898109386801,0.560899120867421,0.235736832611833,5.4729250640501
869,104.30521405552496,3129.25170068027,5.428528780746401,-2.13399518078979e-08,1172.9757562456286,147.750107839267,0.502092491968711,0.172826318027211,1.28085204461756
4971,71.0059384693435,3444.05458089669,5.2823260641535,-9.32082496893974e-08,1268.10134060894,171.6203319556,0.479805979685388,0.196424220272905,5.28852989207592
3090,48.580131186536,4125.68697729988,3.98051356733108,-1.78405565632005e-08,1345.4719849872,194.971834586934,0.401039905329342,0.240737007168459,2.05938707099066
1008,91.6553763668739,1668.30065359477,5.49629894770086,-6.86507708160884e-08,585.869512687645,199.653422845857,0.514868262128417,0.103661151960784,3.57456406481705
4491,36.2675639006207,5053.14465408805,2.69602927241465,-1.56031867268245e-09,1758.78608627005,156.350848691949,0.348125295908283,0.338920007861635,0.088007632451988
2802,27.9420521086863,3560.08230452675,3.14202857188321,-6.18097911259534e-08,1254.07263047062,250.223005316766,0.494794530578937,0.186914866255144,3.45959903755758
673,84.5485762032526,3512.4053030303,5.07611520105776,-3.92348437927063e-08,1188.8675434323,133.452943467168,0.355453406703011,0.20807587594697,2.09994176197519
4606,43.3324530614068,1968.5534591195,5.32806926491164,-3.66466157385713e-08,979.087613226794,308.836493571815,0.431939838681761,0.0971029874213837,1.95762032403887
4415,84.7517440952785,2234.25287356322,5.65224475791193,-5.01768167289881e-08,906.075633008474,117.923394556617,0.371004834228744,0.111443965517241,2.53381603996341
5952,33.2414320359399,4663.24786324786,2.91261731477272,-1.81125288342617e-08,1585.99770516504,227.032856142079,0.465437782799149,0.291695601851852,2.21173306761814
2886,130.930331736273,2116.12903225806,7.65448476181817,-1.54197014872752e-07,939.364548561843,185.620344000025,0.52196673925725,0.133428539426523,8.03316599338279
2330,121.173640672806,2456.06936416185,6.74775405864534,-1.19353463127215e-07,868.18021348158,208.05988182115,0.596718380134911,0.15340197495183,6.51609934369911
2714,206.490396131431,1795.71428571429,8.77886409265243,-1.24571751319124e-07,665.317421933923,317.828339112166,0.507665420682913,0.106284722222222,6.53242767339909
4311,10.027442632999,3842.69406392694,1.64157843682546,-9.743339235350173e-09,1217.16188437763,184.628944637129,0.386666449263795,0.246932077625571,0.69909186910065
1446,42.9572956204692,3536.36363636364,4.51817973087124,-4.93713112381795e-08,1259.01960462946,167.070833178399,0.476703013623235,0.201204755892256,3.02457114275707
5365,42.0456970116854,3762.40126382307,4.0083477780679,-4.28065746050274e-08,1443.99384709183,232.08365182623,0.426479920452649,0.214696879936809,2.38914772136186
4480,91.9732179914208,3041.24293785311,5.88245375971764,-6.92172147771195e-08,1062.42903624214,126.018530000224,0.438736747477302,0.168626412429379,3.63260220542034
1996,35.6122021933128,2185.06944444444,4.90121205350143,-9.86669995593364e-08,998.195071453742,341.635594544032,0.218707067948204,0.10003978587963,5.2559370077383
4843,60.6514904516888,3146.84684684685,4.42737677002699,-9.31543603131403e-08,1080.10982078638,233.961109816059,0.538780395774047,0.20553490990991,5.83416036879173
3871,14.3062900678977,6751.20614035088,1.09269515904411,-9.16012037297306e-09,2148.90766124262,177.16983739205,0.328888639670775,0.346014939692982,0.495982058927052
5488,93.5569224432823,2811.04761904762,6.26362087654688,-1.24517716446428e-07,1064.17137003758,212.735636245696,0.551827150940927,0.202553571428571,7.5431803994388
4477,59.890242862144,3533.73819163293,5.10789693224524,-5.23972911814487e-08,1311.77898166694,148.901064906635,0.454628408456557,0.224725877192982,2.83411487202484
575,44.9132039756171,4055.70469798658,3.53325036312928,-8.57185154661334e-10,1324.66011108357,159.236662115293,0.353810692566757,0.233986996644295,0.0600482549011681
5716,17.2947211464512,4888.07241746539,1.99309143440686,-1.48079236637106e-08,1603.78472298488,224.263420498586,0.431458902487587,0.279549387646432,1.25971999544872
1792,69.1552278775819,3110.66666666667,4.20510209244255,-3.9595225796142e-09,998.13733783131,232.465294768921,0.542086288734893,0.198797222222222,1.30464185380064
1790,33.8217213467656,3638.45462713387,3.16622814507524,4.04910312988172e-11,1184.06388401653,240.976237279606,0.527107098291431,0.227799303683738,1.23676985619214
1776,95.028909276053,2286.4406779661,6.24317330421526,-5.48387094433569e-08,887.303964345233,243.221116036385,0.627752954088006,0.141070798022599,3.405182943749
1175,104.30521405552496,4572.62626262626,5.428528780746401,-2.55417784406718e-08,1172.9757562456286,176.934735115115,0.381987276407829,0.292493686868687,1.60251035063272
5338,35.9560497324937,2701.10775427996,4.40580938687629,-5.14973292281234e-08,1125.70392545158,302.887930782476,0.363173198344902,0.138717900302115,3.09293457221145
5899,70.8218165835986,2587.02928870293,5.93347918450103,-1.10226826544826e-07,1168.09480473851,197.691938575306,0.524380526461621,0.169939853556485,6.02854088524655
1195,104.30521405552496,5069.81852913085,5.428528780746401,-1.34264986666232e-08,1172.9757562456286,204.978279881056,0.375540292483592,0.291630850047755,0.905639081851971
3006,105.690322721838,2444.33962264151,6.14473174388444,-1.04222034114889e-07,864.816235553994,181.701131422072,0.510546734037222,0.163133844339623,5.86859546038041
4826,230.584377934508,1416.19718309859,10.0522547212687,-1.16798967164252e-07,595.634510827737,198.098282705699,0.492699751731004,0.0857467723004695,5.9438421146373
4161,22.620516408996,5216.33771929825,2.10610053030868,-1.0702164003378e-08,1562.66826836649,169.773838807654,0.352025781782836,0.351744106359649,0.779220570140437
633,48.3791088095192,3487.84461152882,3.34684364477442,-4.16966791854454e-08,1244.32527968714,189.350734887983,0.411153247306129,0.191654918546366,2.23694663065854
399,104.851243213622,2250.43859649123,5.76890452395616,-6.74433498902285e-08,837.61360147527,131.513842954642,0.441126144773819,0.131779970760234,3.57167840829214
1889,25.3054634487257,4275.52083333333,2.09703679471598,-9.77290080028707e-08,1403.30634832353,193.929245203075,0.518945070330742,0.32701416015625,5.46466219563819
5945,31.3077586844225,3003.80116959064,3.95003884705349,-8.19086574011766e-08,1215.42890314852,239.273374191929,0.392463630836296,0.16594024122807,4.94372397752751
3770,56.5412699973603,3687.21804511278,4.69912839587429,-2.7785247680461e-08,1306.67444938549,153.586373120292,0.522786717868041,0.202839129072682,1.5904095557982
1086,104.30521405552496,3117.23646723647,5.428528780746401,-3.05665822233677e-08,1172.9757562456286,145.81121736656,0.506507884593009,0.190834223646724,1.81276777220763
4569,65.9023538714185,3357.92141951838,5.12578014281267,-1.23333307256884e-07,1294.83449617904,183.611354755364,0.467262623308814,0.197437420785805,6.42722391016872
3408,33.6777291346285,5057.05368289638,2.53914059088557,-1.64387374580668e-09,1666.61211436717,160.012875304087,0.371079580846088,0.320314450686642,0.0970395697125442
1684,114.892528479583,1877.14543812105,7.66393778906605,-1.84375601741938e-08,820.450160324916,337.100235565221,0.344904015444344,0.114168360433604,1.42914050633684
3276,64.3473552769243,2523.88888888889,5.78709682233721,-5.25811167227408e-08,1006.3900459517,151.176807801909,0.50717803412366,0.140134548611111,2.80128251449245
1163,362.98271199907,519.590643274854,13.2910469325326,-8.3697253586565e-09,341.985460169641,264.546447567329,0.327891612557257,0.0384274488304093,0.385375887110698
5855,137.039034706137,1601.76366843034,7.95285560835218,-1.73414735630388e-07,616.610689853054,276.29501938803,0.467843753254153,0.111800044091711,9.32143414480338
4586,23.574644918233,4229.69696969697,3.3072551268707,-5.37487663311793e-08,1562.93355129764,218.472202892315,0.45078160162616,0.207768939393939,2.93203245726145
2889,103.097105844608,1793.64406779661,7.37605894142891,-1.3875967227974e-07,886.642903292281,212.894017057101,0.496051332550291,0.115638241525424,7.31456813970125
3508,8.13107210439428,5882.19178082192,1.98926359774669,-4.922103089377561e-09,1968.31441396209,129.171900343005,0.314925922970184,0.266677368721461,0.354826290711263
5318,10.0087188150387,5011.35416666667,0.722457689637931,-7.68445680278347e-08,1575.8795340924,218.678283307992,0.495720830821765,0.383317057291667,5.06222639695253
3232,42.9696203100861,5679.97465145754,3.08859095485517,-4.18633706985503e-08,2035.85929559928,163.975524623837,0.216473089982108,0.289618979721166,2.08943976021086
3189,27.3952429922174,4983.93213572854,2.94473431470612,-3.17123515772427e-08,1732.5756445109,182.040483097421,0.301849699174462,0.238575973053892,1.79677092139261
741,104.30521405552496,2650.23255813953,5.428528780746401,-3.67277422781897e-08,1172.9757562456286,151.305223519851,0.575516240911958,0.146816860465116,1.88191318746328
1851,710.497295477572,1032.65151515152,19.129678496368,-5.98685613806904e-08,549.612355733245,375.612242991631,0.291024724124908,0.0657078598484848,3.41409240659478
2524,27.2283373840613,3364.6288209607,3.05593547959827,-3.42503010831022e-09,1140.36261604428,243.545426819918,0.402900720570884,0.195164665211063,0.758763349696967
2267,61.4180027639387,3489.92248062015,4.20235402112168,-7.37633220843094e-08,1187.34116607483,225.018954845592,0.575936703074438,0.238521479328165,4.48822977135274
4164,13.9330708217259,5656.64682539682,1.5916129012677,-2.49618950982601e-08,1741.24788285221,177.513376539634,0.322986061681079,0.364654637896825,1.49309634831003
2322,37.0839292791078,2497.04641350211,3.85635253790123,-7.84993268395028e-08,880.715660223498,255.36568678198,0.458142963152415,0.133557489451477,4.64304473116735
3804,28.796635096125,4343.12925170068,3.21478533334854,-2.71840661490718e-08,1529.7336070995,203.81927962544,0.385619034166488,0.235063775510204,1.55600480933553
1723,605.970798407884,850.148809523809,15.0492361949768,-1.55734168477946e-07,475.97775281933,340.524779695008,0.336560252891113,0.0487118675595238,7.71039964214332
5988,88.9843290352783,2889.6174863388,5.69658201824441,-6.42184746223439e-08,1035.84075578087,193.370513618964,0.529865171549836,0.181647028688525,3.47077464486098
257,189.772211958422,1412.04013377927,8.80530546232403,-4.5775855947666e-08,555.720644725279,131.573067601795,0.449609545624069,0.0901372630992196,2.41129586263505
5432,73.1030679566649,2258.64197530864,6.44527325998563,-8.1224775942124e-08,949.706346829111,239.54316853171,0.420197813459554,0.116599151234568,4.31758758430735
1411,77.4939605435528,2496.05442176871,5.32923337784906,-4.13171089462404e-08,917.846470659666,136.620955211581,0.445483057730761,0.148584183673469,2.18743677242259
1612,76.5394487019485,2714.23423423423,5.3413518805213,-6.30215233066939e-08,971.842457151093,226.562013449713,0.413272332299458,0.164949324324324,3.56762231532551
5768,143.611936875185,950.557244174267,10.1136246907264,-1.1422034061994e-07,682.147506508249,397.448438780511,0.245357172113179,0.0664861955420466,6.0982138384603
4862,641.670989119954,609.898989898989,18.7400578376739,-1.97895554330525e-07,447.664268822332,376.019031058725,0.217891734203492,0.0415877525252525,9.5970131735254
3308,3.57963810793517,7220.83333333333,0.537298031846157,-1.0868793024109702e-09,2275.80657473661,171.033318327607,0.218794998287484,0.426994791666667,0.0937764252902045
5693,6.06126347102249,5110.5196451204,0.843367408387274,-2.52888309358978e-08,1567.9399831767,213.835584904223,0.385437013881018,0.313945659062104,2.03304869144396
6017,50.1917351294038,3788.88888888889,3.95256888683392,-6.83113545600475e-08,1354.71645131034,187.558750544397,0.45653510474629,0.250125718390805,4.49380602351177
208,164.232750649479,2633.64485981308,6.0981422649317,-1.01192046670744e-08,972.547426121615,135.106875002397,0.406543650749848,0.150481892523365,0.538686323654286
3905,17.9864034877052,5310.61507936508,2.13415240105806,-7.023221277983271e-09,1831.44555470475,171.208145208086,0.379474692584554,0.273756820436508,0.397094170091672
888,106.855703579548,2492.47311827957,5.83065185572396,-8.393350013342931e-09,963.448979553607,231.520750443352,0.397438367584977,0.159658751493429,0.412303780680023
5597,46.7202491199109,4047.4593495935,3.87298442192956,-4.64261507565318e-08,1381.42417196988,244.068626756555,0.484281822687442,0.261829903455285,2.58975689082612
1404,84.1524629901917,2463.28257191201,5.229903980947,-4.19955244543419e-08,885.584087406761,138.97638179214,0.436214812934556,0.149360194585448,2.17943102337768
1787,38.4100191974492,3058.64583333333,3.79585212418833,-2.49627652451334e-08,1089.96283720269,224.289202580375,0.527622535235468,0.187763671875,1.80142188956297
1866,67.6962362752924,2898.32285115304,5.09627465554618,-5.9560920486918e-08,1002.85733294183,223.17451772084,0.491275938149074,0.194726153039832,4.27491040006952
5311,52.3732147168388,3219.22480620155,4.55118960285718,-5.44710260817523e-08,1169.93975217062,214.114271789703,0.518573243092937,0.179229651162791,2.96941547654933
5815,47.5685921633187,2699.84051036683,4.66906467573728,-4.36564461349742e-08,1069.3088077943,284.55211109699,0.409381302509279,0.163103070175439,3.25032717439167
2249,128.26199919634,3003.92156862745,5.9366703242137,-3.1837520854718e-08,1010.17356967406,230.920104014075,0.614501779200097,0.201802491830065,1.75768657627448
5246,69.69652960981,3228.59327217125,4.6367726812148,-9.82424000995018e-08,1165.58567777799,246.673740924051,0.611146685749476,0.228483371559633,5.14594911518374
4253,20.9326667059605,4662.85434995112,2.75767058875973,-2.00823941415131e-08,1637.14773927405,182.080094705307,0.346870937069647,0.248420698924731,1.65424381550486
1142,169.307115985932,2448.87955182073,7.69821492507305,-6.72779051313635e-08,874.687690784137,207.189422507115,0.416897472167479,0.149496673669468,3.91094486946531
5011,38.3223795639848,2712.13517665131,4.74124685097751,-1.01133923678999e-07,1121.94782121891,223.668471984834,0.526574021712285,0.147412634408602,6.08362887731157
2126,213.796608477523,1979.14438502674,9.69524881063811,-1.89070776520179e-07,760.815330313851,256.667892481005,0.642460379914929,0.135589349376114,10.1518201172932
700,85.2455044086235,1599.57401490948,6.42153478380221,-8.10993513146316e-08,660.541110656398,242.70089982811,0.352457861724232,0.0951178115015974,4.17594136584841
3614,24.4531316613554,4779.89130434783,2.79401415273932,-2.30049434003663e-08,1539.84189513252,197.71916280301,0.280586244467642,0.232229393115942,2.6464392723335
5957,55.2326562720547,4417.06827309237,3.70087202618788,-2.14658470973616e-08,1500.53295799172,241.762278426385,0.423317835384976,0.293326430722891,1.63528904312438
543,45.1227972997719,3334.68634686347,4.74792104839283,-5.53768101197029e-08,1325.82728761207,206.420188661879,0.500741734355131,0.173835332103321,3.21532407582533
4939,45.5774655109736,5145.34979423868,3.04310052503095,-5.21051581373705e-08,1738.57952329195,241.853542003281,0.353194889998681,0.297831790123457,2.80521949341962
3586,3.04884833966965,7307.66283524904,0.38949080502335,-5.82347610092845e-10,2309.49022558686,160.314788386704,0.220245088807531,0.442708333333333,0.0750604297816256
5835,9.34717148133133,4881.31868131868,1.52670008539027,-5.79629315811932e-08,1659.12349514191,234.823212045837,0.511388207013254,0.287999847374847,4.36243348952006
4991,28.3133403655969,3957.11805555556,3.06411480248833,-6.40720723783568e-09,1404.63814264761,229.361296155818,0.434214400931407,0.218888346354167,1.12009563771185
331,104.30521405552496,4242.98245614035,5.428528780746401,-1.97592424797847e-08,1172.9757562456286,167.821248171877,0.34172773485948,0.222560307017544,1.17404444588895
4544,125.202527354746,1400.25348542459,8.69423446601975,-9.0061089840684e-08,740.537655149598,270.678567706188,0.433220122981633,0.0890565589353612,4.72217926561054
3049,4.62222283845558,7047.10947109471,0.826840890133618,-1.3688569046005e-09,2265.25879212481,137.699781030262,0.26428538163238,0.388510916359164,0.103695603350077
1485,172.956889482907,3633.84353741497,6.29048722608891,-1.78131858400831e-09,1221.92050596048,152.493253867371,0.413219652017669,0.230043579931973,0.135581033527772
